complex_type,province,city,complex_name,development_status,sale_rate,resident_companies,active_companies
일반,경기,평택시,추팔,완료,100.0,32,32
일반,경기,평택시,칠괴,완료,100.0,16,15
일반,경기,평택시,평택,완료,100.0,64,62
일반,경기,평택시,현곡,완료,91.62,27,27
일반,경기,포천시,신평,완료,100.0,9,9
일반,경기,포천시,양문,완료,91.51,52,52
일반,경기,화성시,동탄,완료,100.0,421,338
일반,경기,화성시,마도,완료,100.0,278,176
일반,경기,화성시,발안,완료,100.0,506,373
일반,경기,화성시,장안첨단(1)(외국인),완료,100.0,14,14
일반,경기,화성시,장안첨단(2)(외국인),완료,100.0,8,7
일반,경기,화성시,전곡해양,완료,100.0,306,241
일반,경기,화성시,팔탄(한미약품),완료,100.0,1,1
일반,경기,화성시,향남제약,완료,100.0,52,50
일반,경기,화성시,화남,조성중,100.0,40,35
일반,경기,화성시,화성,조성중,100.0,1,1
일반,경기,연천군,장남,완료,100.0,1,1
일반,경기,연천군,청산대전,완료,100.0,23,22
일반,경기,파주시,적성,완료,100.0,100,86
일반,경기,김포시,한강시네폴리스,조성중,0.0,0,0
일반,경기,이천시,장호원,완료,100.0,11,10
일반,경기,이천시,설성,완료,100.0,6,4
일반,경기,이천시,모가,완료,100.0,2,1
일반,경기,여주시,삼교,완료,100.0,2,2
일반,경기,안성시,지문,완료,100.0,0,0
일반,경기,김포시,학운4,완료,100.0,172,168
일반,경기,양주시,홍죽,완료,100.0,84,82
일반,경기,오산시,가장2,완료,100.0,70,62
일반,경기,이천시,신둔,완료,100.0,2,2
일반,경기,평택시,고렴,완료,64.29,9,9
일반,경기,포천시,용정,완료,100.0,123,81
일반,경기,평택시,LG Digital Park,완료,100.0,1,1
일반,경기,화성시,경기화성바이오밸리,완료,100.0,312,227
일반,경기,화성시,안녕일반산업단지(구: 한강씨엠),조성중,0.0,1,1
일반,경기,김포시,학운3,완료,100.0,300,287
일반,경기,시흥시,매화,조성중,100.0,563,563
일반,경기,용인시,원삼,조성중,0.0,6,4
일반,경기,평택시,진위2,완료,100.0,33,13
일반,경기,군포시,군포첨단,완료,100.0,84,84
일반,경기,포천시,장자(구 신평3리),완료,64.55,79,53
일반,경기,이천시,대월,완료,100.0,7,5
일반,경기,남양주시,광릉테크노밸리(구 팔야),완료,100.0,36,31
일반,경기,연천군,백학통구,완료,100.0,1,1
일반,경기,용인시 처인구,제일바이오,완료,100.0,2,2
일반,경기,남양주시,금곡,완료,100.0,33,32
일반,경기,남양주시,진관,완료,100.0,64,64
일반,경기,수원시,수원델타플렉스(1블록)(구 수원1),완료,100.0,392,392
일반,경기,수원시,수원델타플렉스(2블록)(구 수원2),완료,100.0,63,63
일반,경기,수원시,수원델타플렉스(3블록)(구 수원3),완료,100.0,631,631
일반,경기,안성시,개정지방,완료,100.0,12,11
일반,경기,양주시,검준,완료,100.0,56,52
일반,경기,의정부시,용현,완료,100.0,132,132
일반,경기,파주시,당동(외국인),완료,100.0,5,5
일반,경기,파주시,선유,완료,100.0,122,108
일반,경기,파주시,금파,완료,100.0,11,10
일반,경기,파주시,월롱,완료,100.0,3,3
일반,경기,파주시,탄현,완료,100.0,54,52
일반,경기,파주시,법원1,미개발,0.0,0,0
일반,경기,평택시,송탄,완료,100.0,141,139
일반,경기,평택시,포승(2),완료,87.62,7,7
일반,경기,가평군,목동,완료,100.0,14,11
일반,경기,여주시,장안,완료,100.0,1,1
일반,경기,여주시,강천,완료,100.0,7,6
일반,경기,연천군,백학,완료,100.0,58,43
일반,경기,파주시,파주스튜디오시티일반산업단지(구:월롱2),조성중,86.67,2,0
일반,경기,화성시,주곡,조성중,100.0,32,29
일반,경기,이천시,도암,완료,100.0,7,7
일반,경기,이천시,도드람,완료,100.0,1,1
일반,경기,여주시,남여주,완료,100.0,7,2
일반,경기,안산시,팔곡,완료,100.0,38,38
일반,경기,용인시,농서,완료,100.0,3,2
일반,경기,용인시 처인구,완장,조성중,100.0,2,2
일반,경기,안성시,마정,조성중,100.0,3,3
일반,경기,안성시,볼빅,조성중,0.0,0,0
일반,경기,이천시,신갈,완료,100.0,1,1
일반,경기,안성시,마산,완료,100.0,1,1
일반,경기,오산시,세마,완료,100.0,10,10
일반,경기,포천시,금현,완료,100.0,14,13
일반,경기,화성시,화성정남,조성중,100.0,121,99
일반,경기,안성시,장원2,완료,82.5,8,7
일반,경기,평택시,평택브레인시티,미개발,0.0,0,0
일반,경기,용인시,통삼,완료,100.0,7,6
일반,경기,안성시,강문,조성중,0.0,0,0
일반,경기,양주시,서울우유,완료,100.0,1,1
일반,경기,양주시,원,조성중,100.0,0,0
일반,경기,평택시,진위3(kdb Utoplex),미개발,0.0,0,0
일반,경기,용인시,지곡,조성중,100.0,2,1
일반,경기,안성시,동항2,완료,100.0,20,19
일반,경기,용인시,용인패키징디자인,완료,100.0,7,5
일반,경기,이천시,관리,완료,100.0,4,2
일반,경기,용인시,용인SG패션,조성중,100.0,0,0
일반,경기,용인시,한컴,완료,100.0,1,1
일반,경기,화성시,화성송산테크노파크,완료,100.0,151,97
일반,경기,김포시,대포,조성중,0.0,47,32
일반,경기,의왕시,의왕테크노파크,완료,100.0,679,679
일반,경기,양주시,은남,미개발,0.0,0,0
일반,경기,화성시,동방,조성중,0.0,0,0
일반,경기,안성시,가유,조성중,0.0,0,0
일반,경기,김포시,학운6,조성중,91.86,167,121
일반,경기,포천시,에코그린,조성중,76.92,0,0
일반,경기,연천군,연천BIX(은통),완료,21.48,25,0
일반,경기,화성시,영진바이오,완료,100.0,1,1
일반,경기,김포시,학운4-1,조성중,97.47,45,35
일반,경기,안성시,동문,조성중,0.0,0,0
일반,경기,포천시,진목,미개발,0.0,1,0
일반,경기,안성시,마산2,조성중,0.0,0,0
일반,경기,안성시,북좌,미개발,0.0,0,0
일반,경기,파주시,축현2,완료,100.0,1,1
일반,경기,용인시,용인테크노밸리(구 덕성),완료,100.0,144,128
일반,경기,평택시,평택드림테크(구 신재생),완료,100.0,0,0
일반,경기,시흥시,광명시흥,미개발,0.0,0,0
일반,경기,파주시,파주센트럴밸리,조성중,100.0,45,27
일반,경기,평택시,서탄(구 유창),미개발,0.0,0,0
일반,경기,평택시,평택BIX(경기경제자유구역),완료,47.44,37,6
일반,경기,안성시,안성제5일반산업단지(구: 안성중소기업),미개발,0.0,0,0
일반,경기,용인시,제일,조성중,100.0,0,0
일반,경기,안성시,안성하이랜드,조성중,0.0,18,16
일반,경기,김포시,학운5,조성중,0.0,67,24
일반,경기,화성시,동진,조성중,0.0,1,1
일반,경기,김포시,학운7,미개발,0.0,0,0
일반,경기,파주시,파평,완료,66.15,21,2
일반,경기,오산시,오산가장제3,완료,100.0,33,19
일반,경기,이천시,남이천,완료,100.0,3,0
일반,경기,용인시,용인반도체클러스터,조성중,0.0,0,0
일반,경기,안성시,안성테크노밸리,조성중,0.0,0,0
일반,경기,용인시,백암,조성중,100.0,0,0
일반,경기,이천시,이천유산,조성중,0.0,2,0
일반,경기,용인시 처인구,제2용인테크노밸리,미개발,0.0,0,0
일반,경기,김포시,학운3-1,미개발,0.0,9,0
일반,경기,화성시,H-테크노밸리일반산업단지,미개발,0.0,0,0
일반,경기,평택시,평택첨단복합일반산업단지,미개발,0.0,0,0
일반,경기,안산시,안산신길일반산업단지,미개발,0.0,0,0
일반,경기,이천시,대월2일반산업단지,미개발,0.0,0,0
일반,경기,평택시,평택서탄제2일반산업단지,미개발,0.0,0,0
일반,경기,안성시,안성축산식품복합일반산업단지,미개발,0.0,0,0
일반,경기,여주시,여주가남일반산업단지,미개발,0.0,0,0
도시첨단,경기,화성시,동탄도시첨단,조성중,100.0,462,237
도시첨단,경기,용인시,용인기흥힉스,조성중,0.0,448,448
도시첨단,경기,양주시,회천,미개발,0.0,0,0
도시첨단,경기,용인시,용인기흥ICT밸리,완료,100.0,852,852
도시첨단,경기,용인시,용인일양히포,미개발,0.0,0,0
도시첨단,경기,안양시,평촌스마트스퀘어,완료,100.0,28,26
도시첨단,경기,성남시 수정구,판교제2테크노밸리(구 판교창조경제밸리),조성중,99.22,207,207
도시첨단,경기,광명시,광명시흥첨단R&D,조성중,0.0,0,0
도시첨단,경기,안산시,한양대에리카캠퍼스혁신파크,미개발,0.0,0,0
도시첨단,경기,고양시,고양일산,조성중,0.0,0,0
도시첨단,경기,양주시,경기양주테크노밸리,미개발,0.0,0,0
도시첨단,경기,부천시,부천대장제1도시첨단산업단지,미개발,0.0,0,0
도시첨단,경기,부천시,부천대장제2도시첨단산업단지,미개발,0.0,0,0
도시첨단,경기,용인시,용인기흥미래도시첨단산업단지,미개발,0.0,0,0
도시첨단,경기,용인시,용인한림제약도시첨단산업단지,미개발,0.0,0,0
도시첨단,경기,용인시,경기용인플랫폼시티도시첨단산업단지,조성중,0.0,0,0
농공,경기,안성시,미양,완료,100.0,4,4
국가,강원,동해시,북평국가 (① + ②),완료,83.48,84,55
국가,강원,동해시,북평 ①,완료,100.0,56,33
국가,강원,동해시,동해(자유무역) ②,완료,0.0,28,22
일반,강원,강릉시,강릉과학,완료,93.93,155,148
일반,강원,강릉시,강릉중소,완료,100.0,36,22
일반,강원,원주시,원주자동차부품,완료,100.0,6,3
일반,강원,춘천시,남면,완료,100.0,1,1
일반,강원,춘천시,전력IT문화복합,완료,100.0,15,15
일반,강원,홍천군,홍천북방,완료,100.0,2,2
일반,강원,횡성군,우천,완료,92.55,20,18
일반,강원,삼척시,삼척종합발전,조성중,100.0,1,0
일반,강원,춘천시,남춘천,조성중,100.0,24,12
일반,강원,동해시,북평제2,조성중,28.39,0,0
일반,강원,강릉시,강릉옥계,조성중,100.0,1,0
일반,강원,동해시,송정,완료,100.0,1,1
일반,강원,원주시,동화,완료,100.0,28,27
일반,강원,원주시,부론,조성중,0.0,0,0
일반,강원,철원군,플라즈마,조성중,3.37,2,0
일반,강원,태백시,동점(구 태백스포츠),완료,79.82,5,5
일반,강원,원주시,문막[재생사업지구],완료,100.0,24,21
일반,강원,원주시,문막반계 (① + ②),조성중,100.0,38,34
일반,강원,원주시,문막반계 ①,조성중,100.0,30,28
일반,강원,원주시,문막반계(문막중소협력외국인) ②,완료,100.0,8,6
일반,강원,원주시,우산,완료,100.0,20,16
일반,강원,원주시,포진,조성중,0.0,0,0
일반,강원,춘천시,후평[재생사업지구],완료,100.0,410,323
일반,강원,삼척시,호산(LNG),완료,100.0,1,1
일반,강원,춘천시,동춘천(구 봉명),완료,100.0,19,16
일반,강원,강릉시,옥계첨단소재융합,완료,0.0,0,0
일반,강원,태백시,철암고터실일반산업단지,미개발,0.0,0,0
일반,강원,삼척시,삼척수소특화일반산업단지,미개발,0.0,0,0
도시첨단,강원,춘천시,춘천도시첨단문화,완료,100.0,8,8
도시첨단,강원,춘천시,춘천도시첨단정보,완료,100.0,1,1
도시첨단,강원,춘천시,삼성SDS춘천센터,완료,100.0,1,1
도시첨단,강원,춘천시,네이버도시첨단(구 춘천NHN),완료,100.0,1,1
도시첨단,강원,춘천시,강원대캠퍼스혁신파크,조성중,0.0,0,0
도시첨단,강원,홍천군,홍천,미개발,0.0,0,0
농공,강원,강릉시,주문진,완료,100.0,35,35
농공,강원,삼척시,근덕,완료,100.0,28,28
농공,강원,삼척시,도계,완료,100.0,8,8
농공,강원,속초시,대포제2,완료,100.0,33,33
농공,강원,원주시,동화,완료,100.0,46,43
농공,강원,원주시,문막,완료,100.0,38,38
농공,강원,원주시,태장,완료,100.0,143,128
농공,강원,춘천시,거두,완료,100.0,27,26
농공,강원,춘천시,당림,완료,100.0,1,1
농공,강원,춘천시,창촌,완료,100.0,29,29
농공,강원,춘천시,퇴계,완료,100.0,172,166
농공,강원,춘천시,수동,완료,100.0,6,6
농공,강원,태백시,장성,완료,92.59,17,13
농공,강원,태백시,철암,완료,100.0,29,27
농공,강원,고성군,고성해양심층수전용,완료,95.71,23,18
농공,강원,고성군,향목,완료,100.0,14,14
농공,강원,양구군,하리,완료,100.0,31,28
농공,강원,양양군,포월,완료,100.0,39,39
농공,강원,영월군,영월,완료,100.0,17,16
농공,강원,영월군,영월제3,완료,100.0,27,26
농공,강원,영월군,팔괴,완료,100.0,34,29
농공,강원,인제군,원통,완료,100.0,36,35
농공,강원,정선군,예미,완료,89.04,13,13
농공,강원,정선군,증산,완료,100.0,22,22
농공,강원,정선군,함백,완료,100.0,5,5
농공,강원,철원군,갈말,완료,100.0,3,3
농공,강원,철원군,김화,완료,100.0,27,26
농공,강원,평창군,방림,완료,100.0,11,11
농공,강원,평창군,평창,완료,100.0,35,35
농공,강원,홍천군,상오안,완료,100.0,24,22
농공,강원,홍천군,양덕원,완료,100.0,1,1
농공,강원,홍천군,화전,완료,100.0,20,18
농공,강원,화천군,원천,완료,100.0,28,25
농공,강원,횡성군,공근,완료,100.0,29,26
농공,강원,횡성군,묵계,완료,100.0,13,13
농공,강원,횡성군,우천,완료,100.0,24,23
농공,강원,횡성군,우천제2,완료,100.0,23,21
농공,강원,속초시,대포제3,완료,98.18,50,50
농공,강원,철원군,동송,완료,83.33,15,15
농공,강원,양양군,양양제2그린,완료,100.0,16,13
농공,강원,강릉시,주문진제2,완료,100.0,20,20
농공,강원,속초시,대포제1,완료,100.0,37,37
농공,강원,인제군,귀둔,완료,26.47,0,0
농공,강원,홍천군,북방,조성중,0.0,0,0
농공,강원,춘천시,퇴계제2,완료,100.0,34,29
농공,강원,고성군,고성제2특화농공단지,미개발,0.0,0,0
농공,강원,양양군,양양친환경스마트육상연어양식농공단지,미개발,0.0,0,0
농공,강원,횡성군,횡성조곡농공단지,미개발,0.0,0,0
농공,강원,삼척시,근덕제2농공단지,미개발,0.0,0,0
농공,강원,양구군,양구제2농공단지,미개발,0.0,0,0
국가,충북,보은군,보은,조성중,100.0,1,1
국가,충북,청주시,오송생명과학,완료,100.0,73,71
국가,충북,충주시,충주바이오헬스,미개발,0.0,0,0
국가,충북,청주시,오송제3생명과학국가산업단지,미개발,0.0,0,0
일반,충북,제천시,제천,완료,100.0,46,45
일반,충북,제천시,제천제2,완료,100.0,52,48
일반,충북,청주시,청주[재생사업지구:부분],완료,100.0,738,709
일반,충북,청주시,청주테크노폴리스,조성중,93.19,19,16
일반,충북,충주시,중원,완료,100.0,30,29
일반,충북,충주시,충주DH,완료,100.0,3,2
일반,충북,충주시,만정,완료,100.0,2,2
일반,충북,충주시,충주제1,완료,100.0,45,36
일반,충북,충주시,충주제3,완료,100.0,9,7
일반,충북,충주시,충주제4,완료,100.0,4,4
일반,충북,충주시,충주첨단,완료,100.0,61,56
일반,충북,괴산군,괴산첨단,완료,100.0,15,10
일반,충북,영동군,주곡,조성중,0.0,0,0
일반,충북,영동군,영동,완료,97.64,36,25
일반,충북,옥천군,청산,완료,87.84,10,10
일반,충북,음성군,금왕,완료,98.31,12,12
일반,충북,음성군,대풍,완료,100.0,11,10
일반,충북,음성군,맹동,완료,100.0,51,43
일반,충북,음성군,원남,완료,99.87,82,72
일반,충북,음성군,육령,완료,100.0,1,0
일반,충북,음성군,음성이테크,완료,100.0,21,15
일반,충북,음성군,음성하이텍,완료,100.0,19,19
일반,충북,음성군,중부,완료,100.0,3,2
일반,충북,증평군,증평,완료,100.0,12,11
일반,충북,증평군,증평2,완료,100.0,37,32
일반,충북,진천군,이월,완료,100.0,6,6
일반,충북,진천군,초평은암,완료,100.0,12,9
일반,충북,음성군,리노삼봉,조성중,100.0,14,8
일반,충북,진천군,문백정밀기계,완료,100.0,4,4
일반,충북,괴산군,괴산자연드림파크산업단지(구:괴산유기식품),조성중,27.03,14,14
일반,충북,단양군,단양(구 단양신소재),완료,92.59,10,10
일반,충북,음성군,상우(구 감곡),조성중,100.0,0,0
일반,충북,진천군,문백금성,완료,100.0,2,2
일반,충북,진천군,문백태흥(구 태략협동화),조성중,100.0,4,3
일반,충북,충주시,대신,완료,100.0,1,1
일반,충북,증평군,덕유,완료,100.0,1,0
일반,충북,음성군,생극,완료,100.0,40,34
일반,충북,진천군,죽현,완료,100.0,2,2
일반,충북,충주시,KGC예본(구 KT&G),완료,100.0,1,1
일반,충북,괴산군,괴산대제(건축자재),완료,100.0,44,43
일반,충북,음성군,오선,완료,100.0,26,21
일반,충북,청주시,오창과학 (① + ②),완료,98.55,234,228
일반,충북,청주시,오창과학 ①,완료,100.0,221,215
일반,충북,청주시,오창(외국인) ②,완료,88.39,13,13
일반,충북,청주시,오창제2,완료,100.0,8,8
일반,충북,청주시,현도,완료,100.0,4,4
일반,충북,청주시,옥산,완료,100.0,60,51
일반,충북,청주시,청주에어로폴리스2지구,조성중,0.0,0,0
일반,충북,음성군,유촌,완료,100.0,47,35
일반,충북,청주시,강내,완료,100.0,1,0
일반,충북,진천군,산수 (① + ②),완료,100.0,75,70
일반,충북,진천군,산수 ①,완료,100.0,72,68
일반,충북,진천군,산수(산수중소협력외국인) ②,완료,100.0,3,2
일반,충북,보은군,보은동부,완료,100.0,1,1
일반,충북,청주시 흥덕구,오송제2생명과학,완료,100.0,115,70
일반,충북,충주시,충주제5,완료,2.96,7,7
일반,충북,보은군,보은,완료,91.49,53,42
일반,충북,제천시,제천제3,완료,76.68,12,12
일반,충북,충주시,충주인프라시티,완료,0.0,1,1
일반,충북,옥천군,옥천테크노밸리(구:옥천제2의료기기),완료,93.19,3,3
일반,충북,음성군,성본,완료,76.31,59,37
일반,충북,진천군,에스폼,완료,100.0,2,2
일반,충북,진천군,케이푸드밸리(구 송두),완료,100.0,5,3
일반,충북,괴산군,충청북도수산식품,완료,83.33,4,4
일반,충북,음성군,성안,조성중,100.0,0,0
일반,충북,음성군,금왕테크노밸리,조성중,100.0,76,54
일반,충북,충주시,화석,완료,100.0,1,1
일반,충북,청주시,청주센트럴벨리일반산업단지(구:국사),미개발,0.0,0,0
일반,충북,청주시,오창테크노폴리스,조성중,0.0,0,0
일반,충북,충주시,충주특화기술(구 녹색패션),조성중,0.0,0,0
일반,충북,진천군,신척(구 진천),완료,100.0,99,94
일반,충북,청주시,오창제3(구 성재),완료,100.0,36,34
일반,충북,충주시,충주메가폴리스,완료,100.0,55,53
일반,충북,충주시,동충주(구:북부),완료,50.17,13,9
일반,충북,음성군,맹동인곡,조성중,48.18,22,0
일반,충북,음성군,성안제2,조성중,100.0,0,0
일반,충북,충주시,산척,조성중,0.0,0,0
일반,충북,청주시,남청주현도,조성중,0.0,0,0
일반,충북,음성군,용산,조성중,96.08,24,3
일반,충북,청주시,서오창테크노밸리,조성중,86.17,2,2
일반,충북,청주시,오송화장품,미개발,0.0,0,0
일반,충북,청주시,청주하이테크밸리,조성중,100.0,0,0
일반,충북,청주시,청주그린스마트밸리(구:북이),조성중,0.0,0,0
일반,충북,제천시,제천봉양,완료,100.0,0,0
일반,충북,충주시,충주드림파크,조성중,0.0,0,0
일반,충북,청주시,청주한국전통공예촌복합문화,미개발,0.0,0,0
일반,충북,진천군,진천테크노폴리스,조성중,100.0,4,0
일반,충북,충주시,충주비즈코어시티,미개발,0.0,0,0
일반,충북,음성군,음성테크노폴리스,미개발,0.0,0,0
일반,충북,청주시,오송바이오,미개발,0.0,0,0
일반,충북,진천군,문백,미개발,0.0,0,0
일반,충북,진천군,진천스마트복합산업단지,미개발,0.0,0,0
일반,충북,진천군,진천메가폴리스산업단지,미개발,0.0,0,0
일반,충북,청주시,청주에어로폴리스3일반산업단지(충북경제자유구역),미개발,0.0,0,0
일반,충북,영동군,황간산업단지,미개발,0.0,0,0
일반,충북,음성군,음성삼성테크노,미개발,0.0,0,0
일반,충북,청주시,오창나노테크스마트밸리산업단지,미개발,0.0,0,0
일반,충북,충주시,충주법현산업단지,미개발,0.0,0,0
일반,충북,증평군,증평3일반산업단지,미개발,0.0,0,0
일반,충북,음성군,생극제2산업단지,미개발,0.0,0,0
일반,충북,충주시,중원제2일반산업단지,미개발,0.0,0,0
일반,충북,청주시,청주클래식스마트밸리산업단지,미개발,0.0,0,0
일반,충북,진천군,진천혁신스마트밸리산업단지,미개발,0.0,0,0
도시첨단,충북,청주시,청주도시첨단문화,완료,100.0,60,60
도시첨단,충북,음성군,충북진천·음성혁신도시 도시첨단,완료,100.0,260,205
도시첨단,충북,음성군,충북진천·음성혁신도시 도시첨단(2)산업단지,미개발,0.0,0,0
농공,충북,제천시,강저테크노빌(구 강저),완료,100.0,22,21
농공,충북,제천시,고암테크노빌(구 고암),완료,100.0,21,20
농공,충북,제천시,금성테크노빌(구 금성),완료,100.0,16,14
농공,충북,제천시,송학테크노빌(구 송학),완료,100.0,9,9
농공,충북,제천시,양화테크노빌(구 양화),완료,50.0,17,17
농공,충북,충주시,중앙탑(구 가금),완료,100.0,6,6
농공,충북,충주시,가주,완료,100.0,12,12
농공,충북,충주시,용탄,완료,100.0,19,19
농공,충북,충주시,주덕,완료,100.0,15,14
농공,충북,괴산군,괴산테크노빌(구: 괴산농공),완료,100.0,10,9
농공,충북,괴산군,사리테크노빌(구:사리농공),완료,100.0,18,17
농공,충북,단양군,대강,완료,100.0,16,11
농공,충북,단양군,매포자원순환,완료,100.0,2,2
농공,충북,보은군,보은,완료,100.0,8,6
농공,충북,보은군,삼승,완료,100.0,14,11
농공,충북,보은군,장안,완료,100.0,36,27
농공,충북,영동군,법화,완료,100.0,5,5
농공,충북,영동군,영동,완료,100.0,8,7
농공,충북,영동군,용산,완료,100.0,3,2
농공,충북,옥천군,구일,완료,100.0,9,9
농공,충북,옥천군,동이,완료,100.0,15,15
농공,충북,옥천군,옥천,완료,100.0,15,15
농공,충북,옥천군,이원,완료,100.0,8,8
농공,충북,옥천군,청산,완료,100.0,3,3
농공,충북,음성군,금왕,완료,100.0,15,12
농공,충북,음성군,삼성,완료,100.0,11,11
농공,충북,음성군,음성,완료,100.0,26,23
농공,충북,증평군,도안테크노밸리(구:도안농공),완료,100.0,5,4
농공,충북,증평군,증평테크노밸리(구:증평농공),완료,100.0,2,2
농공,충북,진천군,광혜원,완료,100.0,5,5
농공,충북,진천군,덕산,완료,100.0,5,4
농공,충북,진천군,문백전기전자,완료,100.0,3,3
농공,충북,진천군,이월,완료,100.0,11,10
농공,충북,진천군,이월전기전자,완료,100.0,15,14
농공,충북,진천군,진천,완료,100.0,17,17
농공,충북,진천군,초평,완료,100.0,3,3
농공,충북,단양군,적성,완료,100.0,17,9
농공,충북,청주시 청원구,내수,완료,100.0,3,2
농공,충북,청주시,현도,완료,100.0,1,1
농공,충북,진천군,광혜원제2,완료,100.0,5,4
농공,충북,괴산군,괴산자연드림파크2단지,완료,100.0,22,22
농공,충북,옥천군,옥천의료기기,완료,100.0,7,7
농공,충북,증평군,도안2테크노배리(구:도안2농공),완료,70.3,14,2
농공,충북,옥천군,옥천제2농공단지,조성중,0.0,0,0
국가,충남,보령시,고정,조성중,100.0,1,1
국가,충남,서산시,대죽자원비축,완료,100.0,1,1
국가,충남,당진시,석문,완료,81.27,228,114
국가,충남,당진시,아산국가 (① + ②),완료,100.0,140,120
국가,충남,당진시,고대지구 ①,완료,100.0,14,12
국가,충남,당진시,부곡지구 ②,완료,100.0,126,108
국가,충남,서천군,장항국가생태산업단지,조성중,48.36,47,30
국가,충남,논산시,논산국방국가산업단지,미개발,0.0,0,0
일반,충남,공주시,탄천,완료,100.0,34,28
일반,충남,공주시,유구자카드,완료,100.0,12,8
일반,충남,논산시,논산,완료,100.0,24,24
일반,충남,논산시,논산2,완료,100.0,10,10
일반,충남,논산시,동산,완료,100.0,22,15
일반,충남,보령시,관창,조성중,100.0,16,16
일반,충남,보령시,영보,조성중,100.0,1,1
일반,충남,서산시,대산,완료,100.0,4,4
일반,충남,서산시,대죽,완료,100.0,12,12
일반,충남,서산시,서산테크노밸리,완료,100.0,68,49
일반,충남,아산시,인주 (① + ② + ③),완료,100.0,48,43
일반,충남,아산시,인주1 ①,완료,100.0,40,36
일반,충남,아산시,인주(외국인) ②,완료,100.0,7,6
일반,충남,아산시,아산현대모터스밸리(구 인주2) ③,완료,100.0,1,1
일반,충남,아산시,아산테크노밸리,완료,100.0,83,80
일반,충남,아산시,운용,완료,100.0,10,7
일반,충남,천안시,천안3 (① + ②),완료,100.0,52,50
일반,충남,천안시,천안제3 ①,완료,100.0,14,14
일반,충남,천안시,천안3(외국인) ②,완료,100.0,38,36
일반,충남,천안시,천안제2[재생사업지구],완료,100.0,230,228
일반,충남,천안시,천안제4,완료,100.0,85,85
일반,충남,천안시,천안산업기술,완료,100.0,187,187
일반,충남,천안시,천흥,완료,100.0,14,12
일반,충남,천안시,풍세,완료,100.0,81,80
일반,충남,당진시,합덕,완료,98.61,59,56
일반,충남,홍성군,홍성,완료,94.56,9,9
일반,충남,예산군,예산,완료,100.0,45,40
일반,충남,예산군,예산신소재,완료,100.0,13,13
일반,충남,서산시,대산컴플렉스,완료,100.0,3,3
일반,충남,당진시,현대제철(구 송산),조성중,100.0,1,1
일반,충남,당진시,합덕인더스파크,완료,77.4,5,5
일반,충남,당진시,당진1철강,조성중,100.0,4,4
일반,충남,서산시,현대대죽,조성중,100.0,4,2
일반,충남,예산군,예당 (① + ②),미개발,100.0,57,47
일반,충남,예산군,예당(1공구) ①,완료,100.0,57,47
일반,충남,예산군,예당(2공구) ②,미개발,0.0,0,0
일반,충남,계룡시,계룡제1(구 입암),완료,100.0,26,26
일반,충남,공주시,세종(구 가산),미개발,0.0,0,0
일반,충남,아산시,아산디스플레이시티2(구 탕정2),조성중,100.0,1,0
일반,충남,아산시,아산디스플레이시티1(구 탕정컴플렉스),완료,100.0,6,6
일반,충남,천안시,천안제5 (① + ②),조성중,100.0,66,59
일반,충남,천안시,천안제5 ①,조성중,100.0,47,45
일반,충남,천안시,천안5(외국인) ②,조성중,100.0,19,14
일반,충남,서산시,서산남부(구 서산도시형),미개발,0.0,0,0
일반,충남,아산시,아산제2테크노밸리,완료,100.0,99,89
일반,충남,서산시,대산3,완료,100.0,12,12
일반,충남,공주시,남공주,조성중,95.28,22,4
일반,충남,천안시,마정,완료,100.0,48,48
일반,충남,금산군,금산,완료,100.0,1,1
일반,충남,천안시,천안LG생활건강퓨처,완료,100.0,0,0
일반,충남,천안시,천안동부바이오,조성중,0.0,0,0
일반,충남,아산시,아산탕정테크노,조성중,34.34,7,0
일반,충남,아산시,탕정 (① + ②),완료,61.0,10,6
일반,충남,아산시,탕정(산업단지) ①,완료,100.0,6,3
일반,충남,아산시,탕정(외국인) ②,완료,54.12,4,3
일반,충남,당진시,송산2 (① + ②),조성중,92.91,46,41
일반,충남,당진시,송산2(산업단지) ①,조성중,100.0,38,34
일반,충남,당진시,송산2(송산2중소협력외국인) ②,완료,63.7,8,7
일반,충남,아산시,아산스마트밸리,조성중,100.0,22,17
일반,충남,서산시,서산오토밸리(구 서산),완료,99.07,49,43
일반,충남,서산시,서산인더스밸리(구 서산2),완료,100.0,12,9
일반,충남,서산시,씨지엔대산전력(구 엠피씨),완료,100.0,1,0
일반,충남,보령시,웅천(구 선진),완료,42.95,16,6
일반,충남,아산시,아산디지털(구 음봉디지털),조성중,100.0,7,7
일반,충남,공주시,쌍신,미개발,0.0,0,0
일반,충남,아산시,염치,조성중,93.2,5,1
일반,충남,아산시,인주(3공구),미개발,0.0,0,0
일반,충남,천안시,천안북부BIT,조성중,0.0,0,0
일반,충남,공주시,동현,미개발,0.0,0,0
일반,충남,천안시,성거,조성중,100.0,0,0
일반,충남,예산군,예산제2,조성중,0.0,0,0
일반,충남,천안시,천안테크노파크,미개발,0.0,0,0
일반,충남,아산시,음봉,조성중,66.38,5,0
일반,충남,천안시,풍세2,미개발,0.0,0,0
일반,충남,천안시,천안제6,미개발,0.0,0,0
일반,충남,서산시,현대대죽2,미개발,0.0,0,0
일반,충남,예산군,예당2,미개발,0.0,0,0
일반,충남,부여군,부여,미개발,0.0,0,0
일반,충남,공주시,송선,미개발,0.0,0,0
