물품순번,물품명,판매지방청명,판매금액,판매한도수량값,판매종료일자
5,납(99.99%이상),전북,3470000,200톤/주 ,2025-03-19
6,아연,"부산,인천,대구,전북",4890000,15톤/주 ,2025-03-19
7,주석(99.85%이상),"부산,인천,대구,전북",57230000,6톤/주 ,2025-03-19
8,주석(99.90%이상),"부산,인천,대구,전북",57300000,4톤/주 ,2025-03-19
9,니켈(합금용),"부산,인천,대구",28770000,5톤/주 ,2025-03-19
10,니켈(도금용),"부산,인천",29140000,3톤/주,2025-03-19
11,인듐(대여),인천,590487220,0톤/주 ,2025-03-19
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4690000,통합50톤/주,2025-03-18
2,알루미늄(비서구산),"부산,인천,대구,전북",4650000,통합50톤/주,2025-03-18
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15830000,50톤/주 ,2025-03-18
4,납(99.99%이상),"인천,대구,부산",3530000,200톤/주 ,2025-03-18
5,납(99.99%이상),전북,3440000,200톤/주 ,2025-03-18
6,아연,"부산,인천,대구,전북",4870000,15톤/주 ,2025-03-18
7,주석(99.85%이상),"부산,인천,대구,전북",56990000,6톤/주 ,2025-03-18
8,주석(99.90%이상),"부산,인천,대구,전북",57060000,4톤/주 ,2025-03-18
9,니켈(합금용),"부산,인천,대구",28960000,5톤/주 ,2025-03-18
10,니켈(도금용),"부산,인천",29340000,3톤/주,2025-03-18
11,인듐(대여),인천,590487220,0톤/주 ,2025-03-18
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4710000,통합50톤/주,2025-03-17
2,알루미늄(비서구산),"부산,인천,대구,전북",4670000,통합50톤/주,2025-03-17
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15780000,50톤/주 ,2025-03-17
4,납(99.99%이상),"인천,대구,부산",3520000,200톤/주 ,2025-03-17
5,납(99.99%이상),전북,3430000,200톤/주 ,2025-03-17
6,아연,"부산,인천,대구,전북",4930000,15톤/주 ,2025-03-17
7,주석(99.85%이상),"부산,인천,대구,전북",57510000,6톤/주 ,2025-03-17
8,주석(99.90%이상),"부산,인천,대구,전북",57580000,4톤/주 ,2025-03-17
9,니켈(합금용),"부산,인천,대구",29160000,5톤/주 ,2025-03-17
10,니켈(도금용),"부산,인천",29540000,3톤/주,2025-03-17
11,인듐(대여),인천,590487220,0톤/주 ,2025-03-17
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4740000,통합50톤/주,2025-03-14
2,알루미늄(비서구산),"부산,인천,대구,전북",4700000,통합50톤/주,2025-03-14
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15810000,50톤/주 ,2025-03-14
4,납(99.99%이상),"인천,대구,부산",3530000,200톤/주 ,2025-03-14
5,납(99.99%이상),전북,3440000,200톤/주 ,2025-03-14
6,아연,"부산,인천,대구,전북",4900000,15톤/주 ,2025-03-14
7,주석(99.85%이상),"부산,인천,대구,전북",58530000,6톤/주 ,2025-03-14
8,주석(99.90%이상),"부산,인천,대구,전북",58600000,4톤/주 ,2025-03-14
9,니켈(합금용),"부산,인천,대구",29220000,5톤/주 ,2025-03-14
10,니켈(도금용),"부산,인천",29600000,3톤/주,2025-03-14
11,인듐(대여),인천,581491840,0톤/주 ,2025-03-14
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4720000,통합50톤/주,2025-03-13
2,알루미늄(비서구산),"부산,인천,대구,전북",4680000,통합50톤/주,2025-03-13
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15780000,50톤/주 ,2025-03-13
4,납(99.99%이상),"인천,대구,부산",3550000,200톤/주 ,2025-03-13
5,납(99.99%이상),전북,3460000,200톤/주 ,2025-03-13
6,아연,"부산,인천,대구,전북",4830000,15톤/주 ,2025-03-13
7,주석(99.85%이상),"부산,인천,대구,전북",54190000,6톤/주 ,2025-03-13
8,주석(99.90%이상),"부산,인천,대구,전북",54350000,4톤/주 ,2025-03-13
9,니켈(합금용),"부산,인천,대구",29380000,5톤/주 ,2025-03-13
10,니켈(도금용),"부산,인천",29750000,3톤/주,2025-03-13
11,인듐(대여),인천,581491840,0톤/주 ,2025-03-13
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4750000,통합50톤/주,2025-03-12
2,알루미늄(비서구산),"부산,인천,대구,전북",4710000,통합50톤/주,2025-03-12
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15680000,50톤/주 ,2025-03-12
4,납(99.99%이상),"인천,대구,부산",3510000,200톤/주 ,2025-03-12
5,납(99.99%이상),전북,3430000,200톤/주 ,2025-03-12
6,아연,"부산,인천,대구,전북",4830000,15톤/주 ,2025-03-12
7,주석(99.85%이상),"부산,인천,대구,전북",53960000,6톤/주 ,2025-03-12
8,주석(99.90%이상),"부산,인천,대구,전북",54120000,4톤/주 ,2025-03-12
9,니켈(합금용),"부산,인천,대구",29290000,5톤/주 ,2025-03-12
10,니켈(도금용),"부산,인천",29670000,3톤/주,2025-03-12
11,인듐(대여),인천,581491840,0톤/주 ,2025-03-12
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4710000,통합50톤/주,2025-03-11
2,알루미늄(비서구산),"부산,인천,대구,전북",4670000,통합50톤/주,2025-03-11
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15410000,50톤/주 ,2025-03-11
4,납(99.99%이상),"인천,대구,부산",3490000,200톤/주 ,2025-03-11
5,납(99.99%이상),전북,3400000,200톤/주 ,2025-03-11
6,아연,"부산,인천,대구,전북",4710000,15톤/주 ,2025-03-11
7,주석(99.85%이상),"부산,인천,대구,전북",52920000,6톤/주 ,2025-03-11
8,주석(99.90%이상),"부산,인천,대구,전북",53080000,4톤/주 ,2025-03-11
9,니켈(합금용),"부산,인천,대구",29270000,5톤/주 ,2025-03-11
10,니켈(도금용),"부산,인천",29640000,3톤/주,2025-03-11
11,인듐(대여),인천,581491840,0톤/주 ,2025-03-11
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4710000,통합50톤/주,2025-03-10
2,알루미늄(비서구산),"부산,인천,대구,전북",4670000,통합50톤/주,2025-03-10
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15510000,50톤/주 ,2025-03-10
4,납(99.99%이상),"인천,대구,부산",3430000,200톤/주 ,2025-03-10
5,납(99.99%이상),전북,3340000,200톤/주 ,2025-03-10
6,아연,"부산,인천,대구,전북",4740000,15톤/주 ,2025-03-10
7,주석(99.85%이상),"부산,인천,대구,전북",52530000,6톤/주 ,2025-03-10
8,주석(99.90%이상),"부산,인천,대구,전북",52690000,4톤/주 ,2025-03-10
9,니켈(합금용),"부산,인천,대구",29090000,5톤/주 ,2025-03-10
10,니켈(도금용),"부산,인천",29460000,3톤/주,2025-03-10
11,인듐(대여),인천,581491840,0톤/주 ,2025-03-10
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4680000,통합50톤/주,2025-03-07
2,알루미늄(비서구산),"부산,인천,대구,전북",4640000,통합50톤/주,2025-03-07
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15680000,50톤/주 ,2025-03-07
4,납(99.99%이상),"인천,대구,부산",3460000,200톤/주 ,2025-03-07
5,납(99.99%이상),전북,3380000,200톤/주 ,2025-03-07
6,아연,"부산,인천,대구,전북",4800000,15톤/주 ,2025-03-07
7,주석(99.85%이상),"부산,인천,대구,전북",52390000,6톤/주 ,2025-03-07
8,주석(99.90%이상),"부산,인천,대구,전북",52550000,4톤/주 ,2025-03-07
9,니켈(합금용),"부산,인천,대구",28670000,5톤/주 ,2025-03-07
10,니켈(도금용),"부산,인천",29040000,3톤/주,2025-03-07
11,인듐(대여),인천,560814570,0톤/주 ,2025-03-07
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4650000,통합50톤/주,2025-03-06
2,알루미늄(비서구산),"부산,인천,대구,전북",4610000,통합50톤/주,2025-03-06
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15560000,50톤/주 ,2025-03-06
4,납(99.99%이상),"인천,대구,부산",3470000,200톤/주 ,2025-03-06
5,납(99.99%이상),전북,3380000,200톤/주 ,2025-03-06
6,아연,"부산,인천,대구,전북",4760000,15톤/주 ,2025-03-06
7,주석(99.85%이상),"부산,인천,대구,전북",51340000,6톤/주 ,2025-03-06
8,주석(99.90%이상),"부산,인천,대구,전북",51500000,4톤/주 ,2025-03-06
9,니켈(합금용),"부산,인천,대구",28270000,5톤/주 ,2025-03-06
10,니켈(도금용),"부산,인천",28640000,3톤/주,2025-03-06
11,인듐(대여),인천,560814570,0톤/주 ,2025-03-06
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4610000,통합50톤/주,2025-03-05
2,알루미늄(비서구산),"부산,인천,대구,전북",4570000,통합50톤/주,2025-03-05
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15220000,50톤/주 ,2025-03-05
4,납(99.99%이상),"인천,대구,부산",3450000,200톤/주 ,2025-03-05
5,납(99.99%이상),전북,3360000,200톤/주 ,2025-03-05
6,아연,"부산,인천,대구,전북",4670000,15톤/주 ,2025-03-05
7,주석(99.85%이상),"부산,인천,대구,전북",51380000,6톤/주 ,2025-03-05
8,주석(99.90%이상),"부산,인천,대구,전북",51540000,4톤/주 ,2025-03-05
9,니켈(합금용),"부산,인천,대구",28570000,5톤/주 ,2025-03-05
10,니켈(도금용),"부산,인천",28950000,3톤/주,2025-03-05
11,인듐(대여),인천,560814570,0톤/주 ,2025-03-05
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4610000,통합50톤/주,2025-03-04
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15340000,50톤/주 ,2025-03-04
3,납(99.99%이상),"인천,대구,부산",3410000,200톤/주 ,2025-03-04
4,납(99.99%이상),전북,3330000,200톤/주 ,2025-03-04
5,아연,"부산,인천,대구,전북",4730000,15톤/주 ,2025-03-04
6,주석(99.85%이상),"부산,인천,대구,전북",51420000,6톤/주 ,2025-03-04
7,주석(99.90%이상),"부산,인천,대구,전북",51580000,4톤/주 ,2025-03-04
8,니켈(합금용),"부산,인천,대구",28500000,5톤/주 ,2025-03-04
9,니켈(도금용),"부산,인천",28880000,3톤/주,2025-03-04
10,인듐(대여),인천,560814570,0톤/주 ,2025-03-04
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4540000,통합50톤/주,2025-02-28
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15150000,50톤/주 ,2025-02-28
3,납(99.99%이상),"인천,대구,부산",3380000,200톤/주 ,2025-02-28
4,납(99.99%이상),전북,3300000,200톤/주 ,2025-02-28
5,아연,"부산,인천,대구,전북",4610000,15톤/주 ,2025-02-28
6,주석(99.85%이상),"부산,인천,대구,전북",51180000,6톤/주 ,2025-02-28
7,주석(99.90%이상),"부산,인천,대구,전북",51210000,4톤/주 ,2025-02-28
8,니켈(합금용),"부산,인천,대구",28010000,5톤/주 ,2025-02-28
9,니켈(도금용),"부산,인천",28230000,3톤/주,2025-02-28
10,인듐(대여),인천,560697690,0톤/주 ,2025-02-28
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4500000,통합50톤/주,2025-02-27
2,알루미늄(비서구산),"부산,인천,대구,전북",4470000,통합50톤/주,2025-02-27
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15150000,50톤/주 ,2025-02-27
4,납(99.99%이상),"인천,대구,부산",3350000,200톤/주 ,2025-02-27
5,납(99.99%이상),전북,3270000,200톤/주 ,2025-02-27
6,아연,"부산,인천,대구,전북",4580000,15톤/주 ,2025-02-27
7,주석(99.85%이상),"부산,인천,대구,전북",52100000,6톤/주 ,2025-02-27
8,주석(99.90%이상),"부산,인천,대구,전북",52130000,4톤/주 ,2025-02-27
9,니켈(합금용),"부산,인천,대구",27380000,5톤/주 ,2025-02-27
10,니켈(도금용),"부산,인천",27610000,3톤/주,2025-02-27
11,인듐(대여),인천,560697690,0톤/주 ,2025-02-27
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4500000,통합50톤/주,2025-02-26
2,알루미늄(비서구산),"부산,인천,대구,전북",4480000,통합50톤/주,2025-02-26
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,50톤/주 ,2025-02-26
4,납(99.99%이상),"인천,대구,부산",3330000,200톤/주 ,2025-02-26
5,납(99.99%이상),전북,3250000,200톤/주 ,2025-02-26
6,아연,"부산,인천,대구,전북",4560000,15톤/주 ,2025-02-26
7,주석(99.85%이상),"부산,인천,대구,전북",52620000,6톤/주 ,2025-02-26
8,주석(99.90%이상),"부산,인천,대구,전북",52650000,4톤/주 ,2025-02-26
9,니켈(합금용),"부산,인천,대구",26920000,5톤/주 ,2025-02-26
10,니켈(도금용),"부산,인천",27150000,3톤/주,2025-02-26
11,인듐(대여),인천,560697690,0톤/주 ,2025-02-26
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4520000,통합50톤/주,2025-02-25
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15160000,50톤/주 ,2025-02-25
3,납(99.99%이상),"인천,대구,부산",3290000,200톤/주 ,2025-02-25
4,납(99.99%이상),전북,3210000,200톤/주 ,2025-02-25
5,아연,"부산,인천,대구,전북",4610000,15톤/주 ,2025-02-25
6,주석(99.85%이상),"부산,인천,대구,전북",53200000,6톤/주 ,2025-02-25
7,주석(99.90%이상),"부산,인천,대구,전북",53230000,4톤/주 ,2025-02-25
8,니켈(합금용),"부산,인천,대구",27040000,5톤/주 ,2025-02-25
9,니켈(도금용),"부산,인천",27270000,3톤/주,2025-02-25
10,인듐(대여),인천,560697690,0톤/주 ,2025-02-25
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4580000,통합50톤/주,2025-02-24
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15270000,50톤/주 ,2025-02-24
3,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-02-24
4,납(99.99%이상),전북,3260000,200톤/주 ,2025-02-24
5,아연,"부산,인천,대구,전북",4770000,15톤/주 ,2025-02-24
6,주석(99.85%이상),"부산,인천,대구,전북",54080000,6톤/주 ,2025-02-24
7,주석(99.90%이상),"부산,인천,대구,전북",54110000,4톤/주 ,2025-02-24
8,니켈(합금용),"부산,인천,대구",27280000,5톤/주 ,2025-02-24
9,니켈(도금용),"부산,인천",27510000,3톤/주,2025-02-24
10,인듐(대여),인천,560697690,0톤/주 ,2025-02-24
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4660000,통합50톤/주,2025-02-21
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15330000,50톤/주 ,2025-02-21
3,납(99.99%이상),"인천,대구,부산",3310000,200톤/주 ,2025-02-21
4,납(99.99%이상),전북,3230000,200톤/주 ,2025-02-21
5,아연,"부산,인천,대구,전북",4760000,15톤/주 ,2025-02-21
6,주석(99.85%이상),"부산,인천,대구,전북",53710000,6톤/주 ,2025-02-21
7,주석(99.90%이상),"부산,인천,대구,전북",53750000,4톤/주 ,2025-02-21
8,니켈(합금용),"부산,인천,대구",27580000,5톤/주 ,2025-02-21
9,니켈(도금용),"부산,인천",27810000,3톤/주,2025-02-21
10,인듐(대여),인천,564749420,0톤/주 ,2025-02-21
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4600000,통합50톤/주,2025-02-20
2,알루미늄(비서구산),"부산,인천,대구,전북",4580000,통합50톤/주,2025-02-20
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15170000,50톤/주 ,2025-02-20
4,납(99.99%이상),"인천,대구,부산",3330000,200톤/주 ,2025-02-20
5,납(99.99%이상),전북,3240000,200톤/주 ,2025-02-20
6,아연,"부산,인천,대구,전북",4690000,15톤/주 ,2025-02-20
7,주석(99.85%이상),"부산,인천,대구,전북",52620000,6톤/주 ,2025-02-20
8,주석(99.90%이상),"부산,인천,대구,전북",52660000,4톤/주 ,2025-02-20
9,니켈(합금용),"부산,인천,대구",27170000,5톤/주 ,2025-02-20
10,니켈(도금용),"부산,인천",27400000,3톤/주,2025-02-20
11,인듐(대여),인천,564749420,0톤/주 ,2025-02-20
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4600000,통합50톤/주,2025-02-19
2,알루미늄(비서구산),"부산,인천,대구,전북",4570000,통합50톤/주,2025-02-19
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15190000,50톤/주 ,2025-02-19
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-02-19
5,납(99.99%이상),전북,3250000,200톤/주 ,2025-02-19
6,아연,"부산,인천,대구,전북",4720000,15톤/주 ,2025-02-19
7,주석(99.85%이상),"부산,인천,대구,전북",52880000,6톤/주 ,2025-02-19
8,주석(99.90%이상),"부산,인천,대구,전북",52910000,4톤/주 ,2025-02-19
9,니켈(합금용),"부산,인천,대구",27180000,5톤/주 ,2025-02-19
10,니켈(도금용),"부산,인천",27410000,3톤/주,2025-02-19
11,인듐(대여),인천,564749420,0톤/주 ,2025-02-19
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4590000,통합50톤/주,2025-02-18
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15040000,50톤/주 ,2025-02-18
3,납(99.99%이상),"인천,대구,부산",3330000,200톤/주 ,2025-02-18
4,납(99.99%이상),전북,3240000,200톤/주 ,2025-02-18
5,아연,"부산,인천,대구,전북",4690000,15톤/주 ,2025-02-18
6,주석(99.85%이상),"부산,인천,대구,전북",52610000,6톤/주 ,2025-02-18
7,주석(99.90%이상),"부산,인천,대구,전북",52640000,4톤/주 ,2025-02-18
8,니켈(합금용),"부산,인천,대구",27380000,5톤/주 ,2025-02-18
9,니켈(도금용),"부산,인천",27610000,3톤/주,2025-02-18
10,인듐(대여),인천,564749420,0톤/주 ,2025-02-18
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4560000,통합50톤/주,2025-02-17
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15330000,50톤/주 ,2025-02-17
3,납(99.99%이상),"인천,대구,부산",3320000,200톤/주 ,2025-02-17
4,납(99.99%이상),전북,3240000,200톤/주 ,2025-02-17
5,아연,"부산,인천,대구,전북",4650000,15톤/주 ,2025-02-17
6,주석(99.85%이상),"부산,인천,대구,전북",52860000,6톤/주 ,2025-02-17
7,주석(99.90%이상),"부산,인천,대구,전북",52890000,4톤/주 ,2025-02-17
8,니켈(합금용),"부산,인천,대구",27380000,5톤/주 ,2025-02-17
9,니켈(도금용),"부산,인천",27610000,3톤/주,2025-02-17
10,인듐(대여),인천,564749420,0톤/주 ,2025-02-17
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4500000,통합50톤/주,2025-02-14
2,알루미늄(비서구산),"부산,인천,대구,전북",4470000,통합50톤/주,2025-02-14
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15280000,50톤/주 ,2025-02-14
4,납(99.99%이상),"인천,대구,부산",3330000,200톤/주 ,2025-02-14
5,납(99.99%이상),전북,3250000,200톤/주 ,2025-02-14
6,아연,"부산,인천,대구,전북",4660000,15톤/주 ,2025-02-14
7,주석(99.85%이상),"부산,인천,대구,전북",51790000,6톤/주 ,2025-02-14
8,주석(99.90%이상),"부산,인천,대구,전북",51820000,4톤/주 ,2025-02-14
9,니켈(합금용),"부산,인천,대구",27300000,5톤/주 ,2025-02-14
10,니켈(도금용),"부산,인천",27540000,3톤/주,2025-02-14
11,인듐(대여),인천,558428670,0톤/주 ,2025-02-14
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4540000,통합50톤/주,2025-02-13
2,알루미늄(비서구산),"부산,인천,대구,전북",4510000,통합50톤/주,2025-02-13
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15200000,50톤/주 ,2025-02-13
4,납(99.99%이상),"인천,대구,부산",3320000,200톤/주 ,2025-02-13
5,납(99.99%이상),전북,3240000,200톤/주 ,2025-02-13
6,아연,"부산,인천,대구,전북",4700000,15톤/주 ,2025-02-13
7,주석(99.85%이상),"부산,인천,대구,전북",51310000,6톤/주 ,2025-02-13
8,주석(99.90%이상),"부산,인천,대구,전북",51340000,4톤/주 ,2025-02-13
9,니켈(합금용),"부산,인천,대구",27470000,5톤/주 ,2025-02-13
10,니켈(도금용),"부산,인천",27700000,3톤/주,2025-02-13
11,인듐(대여),인천,558428670,0톤/주 ,2025-02-13
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4560000,통합50톤/주,2025-02-12
2,알루미늄(비서구산),"부산,인천,대구,전북",4540000,통합50톤/주,2025-02-12
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15020000,50톤/주 ,2025-02-12
4,납(99.99%이상),"인천,대구,부산",3330000,200톤/주 ,2025-02-12
5,납(99.99%이상),전북,3250000,200톤/주 ,2025-02-12
6,아연,"부산,인천,대구,전북",4630000,15톤/주 ,2025-02-12
7,주석(99.85%이상),"부산,인천,대구,전북",50550000,6톤/주 ,2025-02-12
8,주석(99.90%이상),"부산,인천,대구,전북",50580000,4톤/주 ,2025-02-12
9,니켈(합금용),"부산,인천,대구",27640000,5톤/주 ,2025-02-12
10,니켈(도금용),"부산,인천",27870000,3톤/주,2025-02-12
11,인듐(대여),인천,558428670,0톤/주 ,2025-02-12
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4590000,통합50톤/주,2025-02-11
2,알루미늄(비서구산),"부산,인천,대구,전북",4560000,통합50톤/주,2025-02-11
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15150000,50톤/주 ,2025-02-11
4,납(99.99%이상),"인천,대구,부산",3360000,200톤/주 ,2025-02-11
5,납(99.99%이상),전북,3280000,200톤/주 ,2025-02-11
6,아연,"부산,인천,대구,전북",4670000,15톤/주 ,2025-02-11
7,주석(99.85%이상),"부산,인천,대구,전북",50570000,6톤/주 ,2025-02-11
8,주석(99.90%이상),"부산,인천,대구,전북",50600000,4톤/주 ,2025-02-11
9,니켈(합금용),"부산,인천,대구",27590000,5톤/주 ,2025-02-11
10,니켈(도금용),"부산,인천",27820000,3톤/주,2025-02-11
11,인듐(대여),인천,558428670,0톤/주 ,2025-02-11
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4530000,통합50톤/주,2025-02-10
2,알루미늄(비서구산),"부산,인천,대구,전북",4500000,통합50톤/주,2025-02-10
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15050000,50톤/주 ,2025-02-10
4,납(99.99%이상),"인천,대구,부산",3350000,200톤/주 ,2025-02-10
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-02-10
6,아연,"부산,인천,대구,전북",4650000,15톤/주 ,2025-02-10
7,주석(99.85%이상),"부산,인천,대구,전북",50380000,6톤/주 ,2025-02-10
8,주석(99.90%이상),"부산,인천,대구,전북",50420000,4톤/주 ,2025-02-10
9,니켈(합금용),"부산,인천,대구",27910000,5톤/주 ,2025-02-10
10,니켈(도금용),"부산,인천",28140000,3톤/주,2025-02-10
11,인듐(대여),인천,558428670,0톤/주 ,2025-02-10
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4510000,통합50톤/주,2025-02-07
2,알루미늄(비서구산),"부산,인천,대구,전북",4490000,통합50톤/주,2025-02-07
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14840000,50톤/주 ,2025-02-07
4,납(99.99%이상),"인천,대구,부산",3350000,200톤/주 ,2025-02-07
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-02-07
6,아연,"부산,인천,대구,전북",4610000,15톤/주 ,2025-02-07
7,주석(99.85%이상),"부산,인천,대구,전북",50230000,6톤/주 ,2025-02-07
8,주석(99.90%이상),"부산,인천,대구,전북",50270000,4톤/주 ,2025-02-07
9,니켈(합금용),"부산,인천,대구",27990000,5톤/주 ,2025-02-07
10,니켈(도금용),"부산,인천",28230000,3톤/주,2025-02-07
11,인듐(대여),인천,549710430,0톤/주 ,2025-02-07
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4490000,통합50톤/주,2025-02-06
2,알루미늄(비서구산),"부산,인천,대구,전북",4460000,통합50톤/주,2025-02-06
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14740000,50톤/주 ,2025-02-06
4,납(99.99%이상),"인천,대구,부산",3360000,200톤/주 ,2025-02-06
5,납(99.99%이상),전북,3270000,200톤/주 ,2025-02-06
6,아연,"부산,인천,대구,전북",4530000,15톤/주 ,2025-02-06
7,주석(99.85%이상),"부산,인천,대구,전북",49810000,6톤/주 ,2025-02-06
8,주석(99.90%이상),"부산,인천,대구,전북",49850000,4톤/주 ,2025-02-06
9,니켈(합금용),"부산,인천,대구",27480000,5톤/주 ,2025-02-06
10,니켈(도금용),"부산,인천",27710000,3톤/주,2025-02-06
11,인듐(대여),인천,549710430,0톤/주 ,2025-02-06
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4600000,통합50톤/주,2025-02-05
2,알루미늄(비서구산),"부산,인천,대구,전북",4570000,통합50톤/주,2025-02-05
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14780000,50톤/주 ,2025-02-05
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-02-05
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-02-05
6,아연,"부산,인천,대구,전북",4640000,15톤/주 ,2025-02-05
7,주석(99.85%이상),"부산,인천,대구,전북",49590000,6톤/주 ,2025-02-05
8,주석(99.90%이상),"부산,인천,대구,전북",49620000,4톤/주 ,2025-02-05
9,니켈(합금용),"부산,인천,대구",27410000,5톤/주 ,2025-02-05
10,니켈(도금용),"부산,인천",27650000,3톤/주,2025-02-05
11,인듐(대여),인천,549710430,0톤/주 ,2025-02-05
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4580000,통합50톤/주,2025-02-04
2,알루미늄(비서구산),"부산,인천,대구,전북",4550000,통합50톤/주,2025-02-04
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14750000,50톤/주 ,2025-02-04
4,납(99.99%이상),"인천,대구,부산",3310000,200톤/주 ,2025-02-04
5,납(99.99%이상),전북,3220000,200톤/주 ,2025-02-04
6,아연,"부산,인천,대구,전북",4640000,15톤/주 ,2025-02-04
7,주석(99.85%이상),"부산,인천,대구,전북",49140000,6톤/주 ,2025-02-04
8,주석(99.90%이상),"부산,인천,대구,전북",49180000,4톤/주 ,2025-02-04
9,니켈(합금용),"부산,인천,대구",27400000,5톤/주 ,2025-02-04
10,니켈(도금용),"부산,인천",27640000,3톤/주,2025-02-04
11,인듐(대여),인천,549710430,0톤/주 ,2025-02-04
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4480000,통합50톤/주,2025-02-03
2,알루미늄(비서구산),"부산,인천,대구,전북",4450000,통합50톤/주,2025-02-03
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14530000,50톤/주 ,2025-02-03
4,납(99.99%이상),"인천,대구,부산",3290000,200톤/주 ,2025-02-03
5,납(99.99%이상),전북,3200000,200톤/주 ,2025-02-03
6,아연,"부산,인천,대구,전북",4500000,15톤/주 ,2025-02-03
7,주석(99.85%이상),"부산,인천,대구,전북",48920000,6톤/주 ,2025-02-03
8,주석(99.90%이상),"부산,인천,대구,전북",48950000,4톤/주 ,2025-02-03
9,니켈(합금용),"부산,인천,대구",27140000,5톤/주 ,2025-02-03
10,니켈(도금용),"부산,인천",27380000,3톤/주,2025-02-03
11,인듐(대여),인천,549710430,0톤/주 ,2025-02-03
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4420000,통합50톤/주,2025-01-31
2,알루미늄(비서구산),"부산,인천,대구,전북",4420000,통합50톤/주,2025-01-31
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14440000,50톤/주 ,2025-01-31
4,납(99.99%이상),"인천,대구,부산",3270000,200톤/주 ,2025-01-31
5,납(99.99%이상),전북,3180000,200톤/주 ,2025-01-31
6,아연,"부산,인천,대구,전북",4520000,15톤/주 ,2025-01-31
